Gene_ID,sgrna_ID,sgrna_lfc
FAM184B,HGLibA_16329,-0.52458
PTH2R,HGLibB_39325,-1.1145
PTH2R,HGLibB_39323,-0.52065
PTH2R,HGLibA_39373,-0.76982
PTH2R,HGLibA_39374,-0.35616
PTH2R,HGLibA_39372,-0.27789
FAM206A,HGLibA_16426,-0.87526
FAM206A,HGLibA_16425,-1.0973
FAM206A,HGLibA_16427,-0.63664
FAM206A,HGLibB_16403,-0.24018
ALDH4A1,HGLibA_01574,-1.1804
ALDH4A1,HGLibA_01575,-1.1782
ALDH4A1,HGLibB_01572,-0.64293
ALDH4A1,HGLibB_01571,-0.2326
CYB5R4,HGLibB_11998,-0.91101
CYB5R4,HGLibB_11999,-3.4938
CYB5R4,HGLibA_12011,-0.44582
CYB5R4,HGLibA_12009,-0.42937
CYB5R4,HGLibA_12010,-0.28542
CYB5R4,HGLibB_11997,-0.012778
GPR82,HGLibA_20090,-0.83987
GPR82,HGLibB_20061,-0.46218
GPR82,HGLibB_20060,-0.41238
GPR82,HGLibB_20062,-0.75493
GPR82,HGLibA_20088,-0.10112
PUS3,HGLibA_39601,-1.6606
PUS3,HGLibB_39551,-1.5441
PUS3,HGLibA_39602,-0.4698
PUS3,HGLibB_39550,-0.40386
PUS3,HGLibA_39600,-0.34748
PUS3,HGLibB_39552,-0.083983
SLC25A42,HGLibA_44741,-0.71997
SLC25A42,HGLibB_44689,-1.0298
SLC25A42,HGLibB_44688,-0.72691
SLC25A42,HGLibA_44740,-0.15356
SV2A,HGLibB_47817,-0.5316
SV2A,HGLibA_47874,-0.48731
SV2A,HGLibA_47875,-0.51586
SV2A,HGLibB_47818,-0.38614
SV2A,HGLibA_47873,-0.25866
TSHZ3,HGLibA_51868,-0.44665
TSHZ3,HGLibA_51869,-0.93444
TSHZ3,HGLibB_51803,-0.42633
TSHZ3,HGLibB_51802,-0.59853
TSHZ3,HGLibA_51867,-0.18624
SLC5A10,HGLibA_45255,-0.98477
SLC5A10,HGLibB_45204,-0.4852
SLC5A10,HGLibB_45202,-0.60567
SLC5A10,HGLibA_45257,-0.38648
SLC5A10,HGLibA_45256,-0.16005
RILPL2,HGLibB_41203,-1.5646
RILPL2,HGLibB_41204,-0.75768
RILPL2,HGLibA_41257,-0.54908
RILPL2,HGLibA_41256,-0.32252
YWHAQ,HGLibA_54750,-0.89963
YWHAQ,HGLibB_54683,-1.0114
YWHAQ,HGLibA_54751,-0.55429
YWHAQ,HGLibA_54752,-0.31702
FAM71F1,HGLibB_16679,-1.0765
FAM71F1,HGLibB_16677,-0.7626
FAM71F1,HGLibA_16701,-2.0691
FAM71F1,HGLibB_16678,-0.10868
SLC16A10,HGLibB_44366,-0.87918
SLC16A10,HGLibB_44367,-0.48979
SLC16A10,HGLibA_44419,-0.43231
SLC16A10,HGLibA_44421,-0.43859
SLC16A10,HGLibB_44368,-0.19107
HOXC4,HGLibB_21940,-0.55447
HOXC4,HGLibA_21967,-0.52027
HOXC4,HGLibA_21968,-0.58447
HOXC4,HGLibB_21939,-0.35023
HOXB4,HGLibB_21908,-1.1385
HOXB4,HGLibA_21937,-0.51527
HOXB4,HGLibA_21939,-0.88394
HOXB4,HGLibB_21910,-0.35519
HOXB4,HGLibA_21938,-0.076598
LY6G6C,HGLibA_27665,-0.77783
LY6G6C,HGLibA_27666,-0.72575
LY6G6C,HGLibB_27625,-1.0298
LY6G6C,HGLibA_27664,-0.14468
RARRES3,HGLibB_40237,-0.44138
RARRES3,HGLibB_40236,-0.92184
RARRES3,HGLibA_40287,-0.51992
RARRES3,HGLibB_40235,-0.42874
GJA3,HGLibA_19143,-0.53336
GJA3,HGLibB_19118,-0.84684
GJA3,HGLibA_19141,-0.33673
GJA3,HGLibA_19142,-0.6177
UBAP1,HGLibA_52547,-0.93213
UBAP1,HGLibB_52481,-0.48046
UBAP1,HGLibA_52546,-0.56348
UBAP1,HGLibA_52545,-0.38828
UBAP1,HGLibB_52482,-0.22402
PDGFA,HGLibA_35841,-0.68554
PDGFA,HGLibA_35842,-0.43818
PDGFA,HGLibB_35795,-0.43043
PDGFA,HGLibA_35840,-0.45718
AURKB,HGLibA_03880,-2.0158
AURKB,HGLibB_03877,-0.53228
AURKB,HGLibA_03879,-0.5095
AURKB,HGLibA_03878,-0.35883
C15orf26,HGLibA_05378,-1.3287
C15orf26,HGLibB_05373,-0.64996
C15orf26,HGLibA_05377,-1.2007
C15orf26,HGLibB_05374,-0.21793
C15orf26,HGLibA_05379,-0.11489
NUDT9,HGLibA_32995,-0.94256
NUDT9,HGLibA_32993,-0.69918
NUDT9,HGLibB_32950,-0.49188
NUDT9,HGLibA_32994,-0.37599
GON4L,HGLibA_19669,-1.8751
GON4L,HGLibA_19670,-0.71803
GON4L,HGLibA_19668,-3.0592
GON4L,HGLibB_19641,-0.14949
MICAL3,HGLibB_29165,-1.6758
MICAL3,HGLibB_29166,-0.48791
MICAL3,HGLibA_29206,-0.88564
MICAL3,HGLibA_29207,-0.37948
PSG6,HGLibB_39002,-1.3402
PSG6,HGLibB_39004,-0.51191
PSG6,HGLibB_39003,-0.67424
PSG6,HGLibA_39052,-0.35531
CIDEA,HGLibA_09696,-0.66006
CIDEA,HGLibB_09689,-0.66993
CIDEA,HGLibB_09688,-0.6416
CIDEA,HGLibB_09687,-0.2255
FAM186B,HGLibB_16316,-0.43354
FAM186B,HGLibB_16317,-0.71022
FAM186B,HGLibA_16340,-0.47606
FAM186B,HGLibA_16338,-0.43252
FAM186B,HGLibB_16318,-0.16703
FAM186B,HGLibA_16339,-0.011981
NBPF6,HGLibA_31240,-0.4329
RASA1,HGLibA_40295,-1.8429
RASA1,HGLibA_40297,-0.38244
RASA1,HGLibB_40246,-0.48321
RASA1,HGLibA_40296,-0.53342
RASA1,HGLibB_40245,-0.0092556
KCNMB2,HGLibA_24345,-0.89349
KCNMB2,HGLibB_24311,-0.50289
KCNMB2,HGLibA_24346,-0.62457
KCNMB2,HGLibB_24312,-0.26125
KCNMB2,HGLibB_24310,-0.3627
TNNC1,HGLibB_50802,-1.4175
TNNC1,HGLibB_50804,-0.86988
TNNC1,HGLibA_50865,-0.47798
TNNC1,HGLibA_50864,-0.38731
OR1J2,HGLibB_33632,-0.97431
OR1J2,HGLibB_33633,-0.68053
OR1J2,HGLibA_33676,-0.62487
OR1J2,HGLibB_33631,-0.2402
OR1J2,HGLibA_33678,-0.16482
HIST2H4A,HGLibB_21520,-0.68928
HIST2H4A,HGLibB_21521,-0.92418
HIST2H4A,HGLibA_21548,-0.85494
HIST2H4A,HGLibB_21522,-0.17458
FAM124B,HGLibB_16056,-2.2917
FAM124B,HGLibA_16077,-0.89991
FAM124B,HGLibB_16057,-0.92712
ITGB6,HGLibA_23793,-1.1687
ITGB6,HGLibB_23759,-0.41052
ITGB6,HGLibA_23794,-0.51047
ITGB6,HGLibA_23792,-0.45276
SLC25A19,HGLibA_44662,-0.86056
SLC25A19,HGLibB_44610,-0.38379
SLC25A19,HGLibA_44664,-0.58528
SLC25A19,HGLibB_44611,-0.47923
SLC25A19,HGLibB_44609,-0.20224
DQX1,HGLibA_13938,-1.229
DQX1,HGLibB_13916,-0.54151
DQX1,HGLibA_13939,-0.49054
DQX1,HGLibB_13917,-0.37213
RPUSD2,HGLibB_42156,-0.63617
RPUSD2,HGLibA_42208,-0.83471
RPUSD2,HGLibB_42157,-0.7314
RPUSD2,HGLibB_42155,-0.22635
KIAA1191,HGLibB_24673,-1.029
KIAA1191,HGLibB_24671,-0.65945
KIAA1191,HGLibA_24706,-0.73683
KIAA1191,HGLibB_24672,-0.20303
KIAA1191,HGLibA_24707,-0.1786
MINOS1,HGLibB_29238,-1.3167
MINOS1,HGLibB_29239,-0.47561
MINOS1,HGLibA_29279,-0.25287
MINOS1,HGLibA_29278,-0.42591
MINOS1,HGLibB_29237,-0.4363
CYFIP1,HGLibA_12031,-0.79217
CYFIP1,HGLibA_12032,-1.2039
CYFIP1,HGLibB_12020,-0.35079
CYFIP1,HGLibB_12019,-0.51065
TKTL1,HGLibA_49590,-1.0158
TKTL1,HGLibB_49529,-0.69734
TKTL1,HGLibB_49528,-0.33982
TKTL1,HGLibA_49588,-0.52129
YTHDC2,HGLibA_54728,-0.99795
YTHDC2,HGLibA_54726,-0.64629
YTHDC2,HGLibB_54659,-1.0348
YTHDC2,HGLibB_54661,-0.21482
RXRA,HGLibB_42452,-4.5504
RXRA,HGLibA_42506,-0.86378
RXRA,HGLibA_42505,-0.46197
RXRA,HGLibA_42507,-0.39902
RXRA,HGLibB_42454,-0.34419
SPOCK1,HGLibA_46748,-1.1801
SPOCK1,HGLibB_46691,-0.76621
SPOCK1,HGLibB_46690,-0.58206
SPOCK1,HGLibA_46749,-0.27866
STOML3,HGLibA_47541,-2.3042
STOML3,HGLibB_47483,-1.5722
STOML3,HGLibB_47482,-0.44956
STOML3,HGLibA_47540,-0.41076
STOML3,HGLibA_47539,-0.19048
SNX21,HGLibB_46007,-1.2783
SNX21,HGLibB_46006,-0.70809
SNX21,HGLibA_46063,-0.68537
SNX21,HGLibA_46064,-0.17489
SIPA1L1,HGLibA_44193,-1.5465
SIPA1L1,HGLibB_44140,-1.0385
SIPA1L1,HGLibB_44138,-0.59144
SIPA1L1,HGLibB_44139,-0.26854
SIPA1L1,HGLibA_44191,-0.20672
RNF122,HGLibA_41487,-1.5298
RNF122,HGLibA_41486,-0.68861
RNF122,HGLibB_41434,-0.33754
RNF122,HGLibB_41436,-0.52186
RNF122,HGLibB_41435,-0.022888
ZXDB,HGLibB_57009,-0.84284
ZXDB,HGLibB_57010,-0.5481
ZXDB,HGLibA_57077,-0.49462
ZXDB,HGLibB_57008,-0.36438
ZXDB,HGLibA_57075,-0.11235
ARHGAP44,HGLibA_02779,-0.95411
ARHGAP44,HGLibB_02778,-0.39171
ARHGAP44,HGLibB_02779,-0.46721
ARHGAP44,HGLibA_02781,-0.47781
AP5B1,HGLibA_02354,-0.80663
AP5B1,HGLibA_02353,-0.72122
AP5B1,HGLibB_02351,-0.6052
AP5B1,HGLibB_02350,-0.25364
SLC11A2,HGLibB_44300,-0.58551
SLC11A2,HGLibA_44355,-1.0923
SLC11A2,HGLibB_44301,-0.38203
SLC11A2,HGLibA_44353,-0.47679
DOK6,HGLibA_13783,-1.7739
DOK6,HGLibB_13761,-0.42576
DOK6,HGLibB_13762,-0.43263
DOK6,HGLibA_13781,-0.52515
DOK6,HGLibA_13782,-0.20967
ZNF83,HGLibA_56829,-1.1456
ZNF83,HGLibA_56831,-0.52422
ZNF83,HGLibB_56762,-0.56776
ZNF83,HGLibB_56763,-0.33392
ZNF83,HGLibA_56830,-0.12182
FAM163A,HGLibB_16205,-1.4864
FAM163A,HGLibB_16207,-0.66265
FAM163A,HGLibA_16228,-3.6613
FAM163A,HGLibA_16227,-0.19525
SEPW1,HGLibA_43461,-0.4438
SEPW1,HGLibB_43407,-0.53576
SEPW1,HGLibB_43408,-0.90734
SEPW1,HGLibA_43460,-0.41342
CYB5R3,HGLibA_12007,-2.4447
CYB5R3,HGLibB_11995,-0.74266
CYB5R3,HGLibB_11996,-0.37966
CYB5R3,HGLibB_11994,-0.47715
TCIRG1,HGLibB_48754,-1.0108
TCIRG1,HGLibA_48812,-1.27
TCIRG1,HGLibA_48813,-0.35347
TCIRG1,HGLibA_48811,-0.50273
TCIRG1,HGLibB_48753,-0.043882
ATG10,HGLibB_03460,-1.0703
ATG10,HGLibA_03461,-1.7746
ATG10,HGLibB_03459,-0.75799
ATG10,HGLibA_03462,-0.098103
ATG10,HGLibB_03458,-0.047465
ARID1A,HGLibA_02881,-0.87442
ARID1A,HGLibA_02883,-0.45691
ARID1A,HGLibB_02881,-0.21871
ARID1A,HGLibB_02880,-0.61683
ARID1A,HGLibA_02882,-0.39866
ARID1A,HGLibB_02879,-0.26006
HELZ2,HGLibA_21126,-0.98436
HELZ2,HGLibA_21125,-0.78811
HELZ2,HGLibB_21097,-0.41545
HELZ2,HGLibB_21099,-0.43986
RIN1,HGLibA_41290,-0.47231
RIN1,HGLibA_41289,-1.4055
RIN1,HGLibB_41237,-0.41223
RIN1,HGLibA_41288,-0.44306
RIN1,HGLibB_41236,-0.18094
RIN1,HGLibB_41238,-0.12436
ZNF599,HGLibB_56293,-3.2926
ZNF599,HGLibA_56360,-0.90732
ZNF599,HGLibB_56291,-0.67266
ZNF599,HGLibB_56292,-0.18246
ZNF599,HGLibA_56359,-0.011568
CEBPE,HGLibB_08957,-1.6801
CEBPE,HGLibB_08959,-0.77331
CEBPE,HGLibB_08958,-0.58035
CEBPE,HGLibA_08964,-0.27445
ABCC2,HGLibA_00169,-4.4596
ABCC2,HGLibA_00170,-3.2759
ABCC2,HGLibA_00171,-0.70116
ABCC2,HGLibB_00169,-0.1534
TTPA,HGLibB_52158,-0.83474
TTPA,HGLibB_52157,-0.95457
TTPA,HGLibA_52222,-0.58098
TTPA,HGLibB_52156,-0.27323
TTPA,HGLibA_52221,-0.12339
USP28,HGLibB_53254,-0.4382
USP28,HGLibB_53253,-0.69065
USP28,HGLibA_53320,-0.81055
USP28,HGLibA_53321,-0.41544
PDE12,HGLibA_35766,-1.8735
PDE12,HGLibA_35765,-1.3545
PDE12,HGLibB_35720,-0.76086
PDE12,HGLibB_35719,-0.092325
PDE12,HGLibA_35767,-0.08673
IER5,HGLibB_22551,-3.2355
IER5,HGLibA_22582,-0.67998
IER5,HGLibA_22581,-0.55445
IER5,HGLibB_22549,-0.29873
IER5,HGLibA_22580,-0.17691
THTPA,HGLibB_49351,-0.86859
THTPA,HGLibA_49411,-1.1
THTPA,HGLibA_49412,-0.88371
RPL36,HGLibB_41899,-0.39109
RPL36,HGLibA_41953,-0.94571
RPL36,HGLibA_41952,-0.50091
RPL36,HGLibB_41900,-0.46184
PPCS,HGLibB_37811,-0.46784
PPCS,HGLibA_37860,-1.0613
PPCS,HGLibA_37862,-0.56683
PPCS,HGLibB_37812,-0.38462
PGM5,HGLibB_36225,-0.8543
PGM5,HGLibB_36227,-0.482
PGM5,HGLibB_36226,-0.50729
PGM5,HGLibA_36273,-0.36976
PRAMEF18,HGLibB_38253,-0.68462
PRAMEF18,HGLibB_38254,-0.8549
PRAMEF18,HGLibA_38303,-0.4258
PRAMEF21,HGLibA_38310,-0.63033
PRAMEF21,HGLibA_38311,-0.22122
EPHA3,HGLibB_15272,-1.6314
EPHA3,HGLibA_15294,-0.47041
EPHA3,HGLibA_15293,-0.38112
EPHA3,HGLibB_15271,-0.60837
EPHA3,HGLibB_15270,-0.22783
RBPMS,HGLibB_40602,-0.49421
RBPMS,HGLibB_40603,-0.73829
RBPMS,HGLibA_40653,-0.69792
RBPMS,HGLibA_40652,-0.35732
THBS2,HGLibB_49265,-0.55827
THBS2,HGLibB_49266,-1.5124
THBS2,HGLibA_49326,-1.1211
THBS2,HGLibA_49325,-0.29299
THBS2,HGLibA_49324,-0.2926
DBNL,HGLibB_12382,-0.62794
DBNL,HGLibB_12384,-0.927
DBNL,HGLibA_12396,-0.6245
DBNL,HGLibA_12397,-0.22658
DPH2,HGLibB_13818,-0.39659
DPH2,HGLibB_13817,-0.45445
DPH2,HGLibA_13840,-0.72049
DPH2,HGLibA_13839,-1.0714
DPH2,HGLibB_13819,-0.15342
IRF7,HGLibB_23564,-1.2286
IRF7,HGLibA_23599,-0.96907
IRF7,HGLibB_23565,-0.52329
IRF7,HGLibA_23598,-0.32751
IRF7,HGLibB_23566,-0.17425
CDK5R2,HGLibB_08773,-0.41524
CDK5R2,HGLibA_08779,-0.55236
CDK5R2,HGLibB_08772,-0.44769
CDK5R2,HGLibA_08778,-0.43527
CDK5R2,HGLibA_08780,-0.31427
AJAP1,HGLibA_01370,-1.1965
AJAP1,HGLibB_01368,-0.46562
AJAP1,HGLibB_01369,-0.62631
AJAP1,HGLibB_01367,-0.3071
AJAP1,HGLibA_01371,-0.3845
NUFIP1,HGLibB_32955,-1.3045
NUFIP1,HGLibA_33000,-1.079
NUFIP1,HGLibA_32999,-0.55703
NUFIP1,HGLibB_32956,-0.29276
EBAG9,HGLibA_14346,-3.5009
EBAG9,HGLibB_14325,-1.0403
EBAG9,HGLibA_14345,-0.64996
EBAG9,HGLibB_14323,-0.19977
TRAF3,HGLibA_51245,-2.8762
TRAF3,HGLibA_51247,-0.77313
TRAF3,HGLibA_51246,-0.44992
TRAF3,HGLibB_51184,-0.3997
PRMT10,HGLibA_38621,-1.4749
PRMT10,HGLibB_38571,-0.72901
PRMT10,HGLibA_38619,-1.7839
PRMT10,HGLibB_38572,-0.12034
OR2B2,HGLibB_33721,-0.43884
OR2B2,HGLibA_33768,-0.99184
OR2B2,HGLibB_33723,-0.4565
OR2B2,HGLibA_33767,-0.41053
OR2B2,HGLibB_33722,-0.17084
NLRP4,HGLibB_32077,-0.72086
NLRP4,HGLibA_32120,-2.0298
NLRP4,HGLibA_32121,-0.752
NLRP4,HGLibA_32122,-0.1285
ADPRH,HGLibB_01022,-1.6163
ADPRH,HGLibA_01026,-0.93073
ADPRH,HGLibA_01024,-1.1025
SELO,HGLibB_43247,-1.2084
SELO,HGLibA_43301,-0.90145
SELO,HGLibB_43249,-1.393
CRYBB1,HGLibA_11261,-3.0361
CRYBB1,HGLibA_11260,-0.84062
CRYBB1,HGLibB_11249,-0.5346
CRYBB1,HGLibB_11250,-0.31427
CRYBB1,HGLibA_11262,-0.13334
DDX56,HGLibA_12750,-1.2572
DDX56,HGLibB_12737,-1.016
DDX56,HGLibA_12749,-0.81755
DDX56,HGLibB_12735,-0.031305
FBP2,HGLibB_16943,-0.62283
FBP2,HGLibB_16944,-0.42996
FBP2,HGLibA_16966,-0.7139
FBP2,HGLibA_16967,-0.41884
TTC30A,HGLibA_52105,-1.2209
TTC30A,HGLibA_52104,-1.4893
TTC30A,HGLibB_52040,-0.50692
TTC30A,HGLibB_52041,-0.34127
UMODL1,HGLibB_52915,-1.1281
UMODL1,HGLibA_52982,-1.0548
UMODL1,HGLibA_52981,-0.68004
UMODL1,HGLibB_52916,-0.16811
HLA-DRB5,HGLibA_21639,-0.96412
HLA-DRB5,HGLibA_21638,-0.86453
HLA-DRB5,HGLibB_21612,-0.85368
ANP32B,HGLibA_02201,-1.2984
ANP32B,HGLibA_02202,-0.83112
ANP32B,HGLibB_02199,-0.4399
ANP32B,HGLibA_02200,-0.40698
KIAA1429,HGLibB_24716,-0.8085
KIAA1429,HGLibA_24751,-1.9082
KIAA1429,HGLibB_24718,-0.71319
KIAA1429,HGLibB_24717,-0.13325
COX8A,HGLibB_10864,-1.4112
COX8A,HGLibA_10874,-0.66315
COX8A,HGLibB_10865,-0.22776
COX8A,HGLibB_10863,-0.44321
COX8A,HGLibA_10875,-0.40278
CKMT1B,HGLibB_09772,-1.0416
CKMT1B,HGLibA_09781,-0.41519
CKMT1B,HGLibB_09773,-0.26219
CKMT1B,HGLibB_09771,-0.43004
CKMT1B,HGLibA_09782,-0.63988
CKMT1B,HGLibA_09780,-0.17226
C10orf91,HGLibA_05107,-0.96833
C10orf91,HGLibA_05106,-0.53937
C10orf91,HGLibA_05105,-0.54427
C10orf91,HGLibB_05103,-0.30583
DUS3L,HGLibB_14099,-2.2741
DUS3L,HGLibA_14120,-0.74481
DUS3L,HGLibB_14098,-0.41957
DUS3L,HGLibB_14100,-0.42535
TUBA4A,HGLibB_52197,-0.6985
TUBA4A,HGLibB_52196,-0.43212
TUBA4A,HGLibA_52261,-0.48651
TUBA4A,HGLibA_52260,-0.41242
TUBA4A,HGLibA_52262,-0.2216
TUBA4A,HGLibB_52195,-0.044918
ZNF460,HGLibA_56035,-0.93855
ZNF460,HGLibB_55967,-1.711
ZNF460,HGLibB_55968,-0.28277
ZNF460,HGLibB_55969,-0.56139
ZNF460,HGLibA_56036,-0.16614
ZNF460,HGLibA_56034,-0.037459
CYTH3,HGLibA_12242,-1.2434
CYTH3,HGLibB_12227,-0.77547
CYTH3,HGLibB_12228,-0.23167
CYTH3,HGLibA_12240,-0.61241
CYTH3,HGLibA_12241,-0.038394
GABARAPL2,HGLibA_18337,-1.6083
GABARAPL2,HGLibA_18339,-0.59061
GABARAPL2,HGLibB_18314,-0.37309
GABARAPL2,HGLibA_18338,-0.47052
SCAND1,HGLibA_42851,-1.2526
SCAND1,HGLibB_42797,-3.8228
SCAND1,HGLibA_42850,-0.45331
SCAND1,HGLibB_42799,-0.38994
APLNR,HGLibB_02434,-0.49919
APLNR,HGLibB_02435,-2.2072
APLNR,HGLibA_02438,-0.80439
APLNR,HGLibA_02436,-0.34404
APOA1,HGLibA_02448,-1.7778
APOA1,HGLibA_02449,-2.8661
APOA1,HGLibB_02448,-0.7315
APOA1,HGLibB_02447,-0.11166
POMC,HGLibB_37604,-0.82805
POMC,HGLibB_37605,-0.42493
POMC,HGLibB_37606,-0.41794
POMC,HGLibA_37655,-0.44896
POMC,HGLibA_37654,-0.23908
EXOC6,HGLibB_15732,-1.0582
EXOC6,HGLibA_15755,-0.63077
EXOC6,HGLibA_15754,-0.65176
EXOC6,HGLibB_15731,-0.21209
KCTD12,HGLibB_24385,-0.54883
KCTD12,HGLibB_24387,-0.61499
KCTD12,HGLibA_24421,-0.56669
KCTD12,HGLibB_24386,-0.29338
M6PR,HGLibB_27774,-1.0577
M6PR,HGLibA_27814,-1.2465
M6PR,HGLibB_27775,-0.87558
NRROS,HGLibB_32677,-0.89294
NRROS,HGLibB_32678,-0.81298
NRROS,HGLibA_32722,-0.028534
NRROS,HGLibB_32676,-0.015444
ACTRT3,HGLibA_00684,-1.4026
ACTRT3,HGLibA_00683,-1.7192
ACTRT3,HGLibA_00682,-0.62373
ACTRT3,HGLibB_00682,-0.21776
ACTRT3,HGLibB_00681,-0.0081642
BCKDHB,HGLibA_04280,-1.8279
BCKDHB,HGLibA_04281,-2.5215
BCKDHB,HGLibB_04278,-0.69446
BCKDHB,HGLibB_04279,-0.14608
ZNF607,HGLibB_56304,-3.3244
ZNF607,HGLibA_56371,-0.93084
ZNF607,HGLibA_56372,-0.45265
ZNF607,HGLibB_56305,-0.3879
ENTPD1,HGLibB_15175,-0.77858
ENTPD1,HGLibA_15198,-0.71211
ENTPD1,HGLibB_15174,-0.66235
ENTPD1,HGLibA_15197,-0.17765
ENTPD1,HGLibA_15196,-0.10252
ZFP57,HGLibA_55223,-0.87382
ZFP57,HGLibA_55222,-1.3893
ZFP57,HGLibB_55154,-0.27122
ZFP57,HGLibA_55221,-0.56876
ZFP57,HGLibB_55156,-0.13513
CERK,HGLibA_09194,-1.3015
CERK,HGLibA_09193,-0.969
CERK,HGLibB_09185,-0.64583
CERK,HGLibB_09187,-0.19402
CERK,HGLibA_09195,-0.080961
DNAH14,HGLibB_13460,-0.8376
DNAH14,HGLibA_13479,-0.50345
DNAH14,HGLibB_13461,-0.33617
DNAH14,HGLibA_13480,-0.78243
DNAH14,HGLibB_13462,-0.16374
GSTM2,HGLibA_20476,-0.7903
GSTM2,HGLibB_20446,-0.41981
GSTM2,HGLibA_20474,-0.87288
FAN1,HGLibA_16827,-2.4744
FAN1,HGLibB_16805,-0.72435
FAN1,HGLibA_16826,-0.50745
FAN1,HGLibA_16828,-0.332
FAN1,HGLibB_16803,-0.0056651
ADORA2B,HGLibB_01015,-0.8245
ADORA2B,HGLibB_01014,-0.6453
ADORA2B,HGLibB_01013,-0.53029
ADORA2B,HGLibA_01015,-0.30901
ELL,HGLibB_14900,-5.0372
ELL,HGLibA_14921,-0.56694
ELL,HGLibB_14898,-0.27228
ELL,HGLibA_14922,-0.64802
POM121,HGLibB_37594,-0.64959
POM121,HGLibA_37643,-0.70857
POM121,HGLibA_37641,-0.41929
ZNF230,HGLibB_55569,-0.42303
ZNF230,HGLibB_55568,-0.54256
ZNF230,HGLibA_55635,-0.74577
ZNF230,HGLibB_55570,-0.27756
ZNF230,HGLibA_55637,-0.35815
ZNF230,HGLibA_55636,-0.41541
DGAT2,HGLibB_13019,-0.75675
DGAT2,HGLibB_13018,-0.8165
DGAT2,HGLibA_13036,-0.61027
DGAT2,HGLibA_13038,-0.228
PTK6,HGLibB_39335,-0.54746
PTK6,HGLibA_39384,-1.1106
PTK6,HGLibA_39385,-0.58808
PTK6,HGLibA_39386,-0.29079
CSB-PGBD3,HGLibB_11297,-2.079
CSB-PGBD3,HGLibA_11308,-1.3341
CSB-PGBD3,HGLibA_11310,-0.55264
CSB-PGBD3,HGLibB_11296,-0.28537
OPN1SW,HGLibB_33385,-0.6003
OPN1SW,HGLibB_33387,-0.82982
OPN1SW,HGLibB_33386,-0.48342
OPN1SW,HGLibA_33432,-0.35413
OPN1SW,HGLibA_33430,-0.2554
OPN1SW,HGLibA_33431,-0.13445
RALGAPB,HGLibA_40161,-1.2954
RALGAPB,HGLibB_40111,-1.0892
RALGAPB,HGLibA_40163,-0.49158
RALGAPB,HGLibB_40110,-0.19174
RALGAPB,HGLibA_40162,-0.34597
GPX8,HGLibB_20163,-2.0049
GPX8,HGLibB_20162,-0.56899
GPX8,HGLibA_20191,-0.48576
GPX8,HGLibB_20164,-0.35169
FZD5,HGLibB_18251,-4.8187
FZD5,HGLibA_18276,-0.89661
FZD5,HGLibA_18274,-0.67435
FZD5,HGLibB_18249,-0.16292
SLC22A12,HGLibB_44490,-1.3521
SLC22A12,HGLibA_44543,-1.732
SLC22A12,HGLibB_44489,-0.89497
PLA2G2F,HGLibA_36893,-0.77651
PLA2G2F,HGLibB_36846,-0.38674
PLA2G2F,HGLibB_36847,-0.45442
PLA2G2F,HGLibB_36848,-0.15682
PLA2G2F,HGLibA_36895,-0.44974
IFRD1,HGLibB_22706,-0.61864
IFRD1,HGLibA_22737,-0.52814
IFRD1,HGLibB_22705,-0.30799
IFRD1,HGLibA_22736,-0.76912
IFRD1,HGLibA_22738,-0.070161
LRP6,HGLibB_27190,-0.61819
LRP6,HGLibB_27189,-0.67293
LRP6,HGLibA_27229,-0.58437
LRP6,HGLibA_27230,-0.25172
PDE4A,HGLibA_35786,-3.5827
PDE4A,HGLibB_35740,-1.0559
PDE4A,HGLibA_35788,-0.35684
PDE4A,HGLibA_35787,-0.47917
SRD5A1,HGLibB_46882,-1.3272
SRD5A1,HGLibA_46941,-3.7348
SRD5A1,HGLibA_46939,-1.1787
RECQL4,HGLibB_40718,-0.92391
RECQL4,HGLibB_40719,-0.58065
RECQL4,HGLibA_40771,-0.49237
RECQL4,HGLibA_40770,-0.34317
ARL2,HGLibB_02954,-1.3822
ARL2,HGLibA_02956,-0.77731
ARL2,HGLibA_02958,-0.48563
ARL2,HGLibA_02957,-0.27831
ARL2,HGLibB_02956,-0.34979
POC1B,HGLibA_37444,-0.63704
POC1B,HGLibB_37396,-0.37205
POC1B,HGLibA_37445,-0.8068
POC1B,HGLibA_37443,-0.46306
POC1B,HGLibB_37394,-0.084672
EGLN2,HGLibB_14619,-0.92274
EGLN2,HGLibA_14642,-0.57116
EGLN2,HGLibA_14643,-0.49689
EGLN2,HGLibA_14641,-0.33789
EGLN2,HGLibB_14620,-0.17347
TTC39C,HGLibA_52139,-0.68348
TTC39C,HGLibB_52074,-0.49494
TTC39C,HGLibA_52138,-0.54465
TTC39C,HGLibB_52072,-0.33953
TTC39C,HGLibB_52073,-0.1621
KBTBD6,HGLibB_24078,-1.6833
KBTBD6,HGLibB_24076,-0.53335
KBTBD6,HGLibA_24112,-0.90053
KBTBD6,HGLibA_24111,-0.23325
KBTBD6,HGLibA_24110,-0.30047
ELK1,HGLibA_14911,-1.7314
ELK1,HGLibB_14889,-0.30402
ELK1,HGLibA_14912,-0.52931
ELK1,HGLibA_14913,-0.58429
ELK1,HGLibB_14891,-0.046304
STON1-GTF2A1L,HGLibB_47489,-0.41664
STON1-GTF2A1L,HGLibA_47547,-0.4434
