Gene_ID,sgrna_ID,sgrna_lfc
MLKL,HGLibA_29389,0.30552
OMG,HGLibA_33387,1.9641
OMG,HGLibB_33341,0.82862
OMG,HGLibA_33385,0.44949
OMG,HGLibB_33340,0.34453
OMG,HGLibA_33386,0.28068
PTTG1,HGLibB_39511,0.73868
PTTG1,HGLibA_39561,1.4938
PTTG1,HGLibB_39512,0.50619
PTTG1,HGLibA_39563,1.0364
PTTG1,HGLibB_39513,0.22401
TRIM48,HGLibA_51519,3.1258
TRIM48,HGLibB_51455,0.47677
TRIM48,HGLibA_51518,3.0628
TRIM48,HGLibB_51454,0.55619
VDAC3,HGLibA_53604,1.898
VDAC3,HGLibB_53538,0.98771
VDAC3,HGLibB_53539,0.74062
VDAC3,HGLibB_53540,0.64856
NUS1,HGLibA_33093,2.4805
NUS1,HGLibA_33092,0.92683
NUS1,HGLibB_33048,0.7579
NUS1,HGLibB_33050,0.64627
NUS1,HGLibB_33049,0.0017764
SLC12A6,HGLibB_44320,0.77671
SLC12A6,HGLibB_44318,0.77554
SLC12A6,HGLibA_44371,0.98237
SLC12A6,HGLibB_44319,0.44509
SLC12A6,HGLibA_44372,0.48225
GLRX2,HGLibB_19291,0.70637
GLRX2,HGLibB_19292,0.38548
GLRX2,HGLibA_19317,0.71512
GLRX2,HGLibA_19316,0.37548
GLRX2,HGLibB_19290,0.24797
UNC93A,HGLibA_53036,0.9821
UNC93A,HGLibA_53035,1.4025
UNC93A,HGLibB_52971,0.095434
TRPM1,HGLibB_51686,0.64998
TRPM1,HGLibA_51753,0.91583
TRPM1,HGLibA_51752,1.287
CBLN3,HGLibA_07411,1.2369
CBLN3,HGLibA_07412,2.1046
CBLN3,HGLibB_07405,0.38313
ANKRD34A,HGLibB_02072,0.59507
ANKRD34A,HGLibB_02073,1.1869
ANKRD34A,HGLibA_02074,0.36829
ANKRD34A,HGLibA_02075,0.21433
LFNG,HGLibB_26304,0.95302
LFNG,HGLibB_26305,1.3849
LFNG,HGLibA_26342,0.52448
LFNG,HGLibA_26343,0.36437
LFNG,HGLibB_26306,0.18285
PIGH,HGLibB_36511,0.76582
PIGH,HGLibA_36559,1.2202
PIGH,HGLibA_36558,0.62292
LCN10,HGLibA_26169,1.6471
LCN10,HGLibB_26132,0.88619
LCN10,HGLibB_26133,0.49895
LCN10,HGLibB_26131,0.31197
C11orf93,HGLibA_05213,1.3561
C11orf93,HGLibB_05209,0.72824
C11orf93,HGLibA_05214,0.65617
C11orf93,HGLibB_05211,0.45333
C11orf93,HGLibA_05215,0.08527
HIST1H4I,HGLibA_21511,0.81462
HIST1H4I,HGLibB_21483,0.58016
HIST1H4I,HGLibA_21510,0.43405
HIST1H4I,HGLibB_21482,0.48154
HIST1H4I,HGLibB_21481,0.3262
FAM47C,HGLibB_16592,3.2532
FAM47C,HGLibB_16591,1.1807
FAM47C,HGLibA_16615,0.71045
FAM47C,HGLibA_16614,0.27802
FAM47C,HGLibA_16613,0.056325
SLC38A6,HGLibB_45022,1.0248
SLC38A6,HGLibB_45023,0.64529
SLC38A6,HGLibA_45077,0.71806
SLC38A6,HGLibB_45024,0.65779
SLC38A6,HGLibA_45076,0.28773
ZFP90,HGLibB_55174,1.0492
ZFP90,HGLibA_55241,0.9104
ZFP90,HGLibB_55172,0.15151
PTBP3,HGLibA_39255,1.28
PTBP3,HGLibB_39206,0.36337
PTBP3,HGLibA_39257,0.80327
PTBP3,HGLibA_39256,0.39057
PTBP3,HGLibB_39208,0.33177
ERP27,HGLibA_15525,1.7131
ERP27,HGLibA_15523,0.58183
ERP27,HGLibB_15502,0.43506
ERP27,HGLibB_15501,0.24789
ERP27,HGLibB_15503,0.46977
MPC1L,HGLibA_29706,1.2822
MPC1L,HGLibB_29664,0.25896
MPC1L,HGLibA_29704,0.4383
MPC1L,HGLibB_29665,0.45435
MPC1L,HGLibA_29705,0.21732
MPC1L,HGLibB_29663,0.044484
ESRRA,HGLibB_15570,1.5944
ESRRA,HGLibB_15572,0.42287
ESRRA,HGLibA_15592,2.9263
ESRRA,HGLibA_15593,0.91736
NXNL1,HGLibA_33145,2.0954
NXNL1,HGLibB_33099,0.90723
NXNL1,HGLibB_33101,1.0586
FGF10,HGLibA_17364,0.92474
FGF10,HGLibA_17363,0.95114
ARL6,HGLibA_02985,1.6365
ARL6,HGLibB_02981,0.53883
ARL6,HGLibB_02983,0.99897
ARL6,HGLibA_02983,0.29236
ARL6,HGLibB_02982,0.53875
IPO5,HGLibB_23435,1.0714
IPO5,HGLibA_23468,1.2925
IPO5,HGLibB_23437,0.44646
IPO5,HGLibA_23469,0.54911
IPO5,HGLibA_23470,0.14019
WISP3,HGLibA_54325,1.1561
WISP3,HGLibB_54258,0.80355
WISP3,HGLibA_54324,0.23033
WISP3,HGLibB_54260,0.038497
WISP3,HGLibA_54326,0.0067023
ZBED3,HGLibB_54729,0.5587
ZBED3,HGLibB_54728,0.83362
ZBED3,HGLibA_54797,0.51779
ZBED3,HGLibA_54795,0.59963
ZBED3,HGLibA_54796,0.049036
BCAR1,HGLibB_04243,0.90267
BCAR1,HGLibA_04246,1.8584
BCAR1,HGLibA_04245,0.76979
BCAR1,HGLibB_04242,0.32585
BCAR1,HGLibA_04244,0.69124
ZSWIM6,HGLibA_57053,1.4718
ZSWIM6,HGLibA_57052,0.7356
ZSWIM6,HGLibB_56985,0.79039
ZSWIM6,HGLibB_56986,0.40162
ZSWIM6,HGLibB_56984,0.086565
BCAS2,HGLibA_04253,1.8292
BCAS2,HGLibB_04252,0.73022
BCAS2,HGLibA_04255,0.64323
BCAS2,HGLibB_04251,0.43534
BCAS2,HGLibB_04253,0.10436
PCDHGA9,HGLibB_35499,1.059
PCDHGA9,HGLibA_35547,0.10251
FBXL12,HGLibA_16974,2.3606
FBXL12,HGLibA_16972,0.15028
OSBPL9,HGLibB_34624,1.0502
OSBPL9,HGLibA_34669,0.58994
OSBPL9,HGLibB_34625,0.25718
OSBPL9,HGLibA_34670,0.5043
INVS,HGLibB_23410,0.9694
INVS,HGLibA_23442,0.59682
INVS,HGLibB_23411,0.4797
INVS,HGLibA_23441,0.49441
INVS,HGLibA_23443,0.24726
PIRT,HGLibA_36733,2.6782
PIRT,HGLibB_36684,0.44939
ANKRD45,HGLibA_02104,1.346
ANKRD45,HGLibA_02106,1.6119
ANKRD45,HGLibB_02103,0.82535
ANKRD45,HGLibB_02104,0.26041
ANKRD45,HGLibB_02102,0.24974
ANKRD45,HGLibA_02105,0.026204
FAM153B,HGLibA_16172,0.29278
FAM153B,HGLibB_16150,0.36656
FAM153B,HGLibA_16170,0.24567
FAM153B,HGLibB_16149,0.18777
SORCS1,HGLibB_46127,1.0561
SORCS1,HGLibA_46184,0.90955
SORCS1,HGLibA_46182,1.3099
SORCS1,HGLibA_46183,0.31903
SORCS1,HGLibB_46126,0.53762
SORCS1,HGLibB_46128,0.042752
GGA1,HGLibA_18980,1.282
GGA1,HGLibB_18955,0.31636
GGA1,HGLibA_18979,0.66633
GGA1,HGLibA_18981,0.53283
GGA1,HGLibB_18954,0.65923
SNAP29,HGLibA_45881,1.6776
SNAP29,HGLibA_45882,0.15529
MYOZ3,HGLibB_30866,0.92802
MYOZ3,HGLibA_30907,1.1839
MYOZ3,HGLibA_30908,1.6378
SLC7A2,HGLibA_45360,0.89889
SLC7A2,HGLibB_45309,0.94058
SLC7A2,HGLibA_45362,0.71145
SLC7A2,HGLibB_45307,0.44999
SLC7A2,HGLibA_45361,0.26723
RABGEF1,HGLibB_39964,0.76209
RABGEF1,HGLibA_40015,0.37097
RABGEF1,HGLibB_39965,0.39272
RABGEF1,HGLibB_39963,0.36016
RABGEF1,HGLibA_40014,0.75205
C11orf80,HGLibA_05187,1.6312
C11orf80,HGLibB_05183,0.38466
C11orf80,HGLibA_05186,0.21135
MAGEB10,HGLibB_27892,0.70332
MAGEB10,HGLibA_27931,1.6751
MAGEB10,HGLibA_27933,0.70832
MAGEB10,HGLibB_27891,0.19734
MAGEB10,HGLibA_27932,0.36321
TMEM241,HGLibB_50229,1.0284
TMEM241,HGLibA_50289,1.0886
TMEM241,HGLibB_50228,0.57284
TMEM241,HGLibA_50288,0.43205
TMEM241,HGLibA_50287,0.20629
INPP5F,HGLibB_23324,0.72736
INPP5F,HGLibA_23354,1.1095
INPP5F,HGLibA_23355,0.52057
INPP5F,HGLibA_23356,0.38901
AGR2,HGLibA_01243,0.69453
AGR2,HGLibA_01244,1.0404
AGR2,HGLibB_01243,0.4853
AGR2,HGLibB_01242,0.41109
AGR2,HGLibA_01245,0.35739
AMFR,HGLibA_01780,3.1011
AMFR,HGLibB_01780,0.44221
AMFR,HGLibB_01779,0.19617
LRRC28,HGLibB_27260,0.90374
LRRC28,HGLibA_27300,1.729
LRRC28,HGLibA_27299,1.3043
LRRC28,HGLibA_27298,1.0824
CIR1,HGLibB_09708,0.79152
CIR1,HGLibA_09718,1.0732
CIR1,HGLibB_09709,0.53298
CIR1,HGLibB_09710,0.57907
TMPRSS11B,HGLibA_50615,0.96537
TMPRSS11B,HGLibB_50554,0.38889
TMPRSS11B,HGLibA_50614,0.45461
TMPRSS11B,HGLibA_50616,0.28421
TMPRSS11B,HGLibB_50556,0.38989
TMPRSS11B,HGLibB_50555,0.13015
TRAF3,HGLibB_51183,0.94162
TRAF3,HGLibA_51247,0.62161
TRAF3,HGLibB_51182,0.30233
TRAF3,HGLibA_51246,0.31099
TRAF3,HGLibB_51184,0.44734
CD93,HGLibA_08481,2.3531
CD93,HGLibB_08472,0.26971
CD93,HGLibA_08479,0.20682
SSMEM1,HGLibA_47141,0.98667
SSMEM1,HGLibB_47083,0.31349
SSMEM1,HGLibA_47142,0.23731
SSMEM1,HGLibA_47140,0.81984
SSMEM1,HGLibB_47084,0.35029
OR1J4,HGLibA_33681,0.97992
OR1J4,HGLibB_33635,1.098
OR1J4,HGLibA_33679,0.7053
OR1J4,HGLibB_33634,0.44961
OR1J4,HGLibA_33680,0.82806
SOHLH2,HGLibA_46164,2.6025
SOHLH2,HGLibA_46165,0.20652
DONSON,HGLibA_13797,0.97555
DONSON,HGLibB_13775,2.1063
DONSON,HGLibA_13796,0.75834
DONSON,HGLibA_13798,0.013364
DONSON,HGLibB_13776,0.0085702
IGLL5,HGLibB_22837,0.65793
IGLL5,HGLibA_22869,0.47841
IGLL5,HGLibB_22838,0.71163
IGLL5,HGLibA_22870,0.61283
IGLL5,HGLibB_22839,0.33516
IGLL5,HGLibA_22868,0.072199
MS4A8,HGLibA_30165,1.0758
MS4A8,HGLibA_30166,0.65813
MS4A8,HGLibB_30124,0.84106
TSC22D4,HGLibA_51827,1.604
TSC22D4,HGLibB_51760,1.1294
TSC22D4,HGLibB_51762,0.70304
TSC22D4,HGLibB_51761,0.37058
TSC22D4,HGLibA_51826,0.30293
GALNT11,HGLibB_18508,1.6372
SPAG6,HGLibA_46363,3.2403
SPAG6,HGLibB_46308,1.1145
SPAG6,HGLibB_46306,0.33177
SPAG6,HGLibA_46364,0.31266
SPAG6,HGLibB_46307,0.79434
UNC93B1,HGLibB_52972,0.52078
UNC93B1,HGLibA_53038,0.5525
UNC93B1,HGLibA_53039,1.0756
UNC93B1,HGLibB_52973,0.33146
UNC93B1,HGLibA_53037,0.38908
INHA,HGLibB_23266,1.5229
INHA,HGLibA_23297,0.9913
INHA,HGLibA_23299,0.25269
INHA,HGLibB_23267,0.04946
BSN,HGLibB_04868,1.8352
BSN,HGLibA_04869,2.1292
BSN,HGLibB_04866,0.32145
BSN,HGLibA_04868,0.31846
BSN,HGLibB_04867,0.0074779
YPEL3,HGLibB_54646,1.075
YPEL3,HGLibA_54713,0.73322
YPEL3,HGLibB_54645,0.74796
YPEL3,HGLibB_54644,0.59386
YPEL3,HGLibA_54712,0.66019
YPEL3,HGLibA_54711,0.086954
NPM3,HGLibB_32449,3.315
NPM3,HGLibB_32450,0.85243
NPM3,HGLibA_32494,1.9971
DLL3,HGLibA_13363,1.506
DLL3,HGLibA_13362,0.16143
COL5A3,HGLibA_10593,1.5976
COL5A3,HGLibA_10594,1.8217
COL5A3,HGLibA_10592,0.64698
COL5A3,HGLibB_10583,0.06385
ACKR3,HGLibA_00445,1.5747
ACKR3,HGLibB_00447,0.65218
ACKR3,HGLibB_00445,0.51564
CABP2,HGLibA_06851,1.4501
CABP2,HGLibA_06852,0.77599
CABP2,HGLibA_06850,0.94135
CABP2,HGLibB_06846,0.66668
ZNF697,HGLibB_56495,2.2532
ZNF697,HGLibB_56497,0.16108
ZNF697,HGLibA_56562,0.1201
ZNF697,HGLibA_56564,0.060399
CYP2C9,HGLibA_12124,2.0751
CYP2C9,HGLibB_12110,0.69439
CYP2C9,HGLibA_12123,0.73386
CYP2C9,HGLibA_12125,0.32085
UFSP1,HGLibA_52854,1.5895
UFSP1,HGLibB_52790,1.0656
UFSP1,HGLibA_52855,0.25868
UFSP1,HGLibB_52791,0.048327
UTY,HGLibA_53470,1.2631
UTY,HGLibB_53404,1.4814
UTY,HGLibB_53403,1.2675
UTY,HGLibA_53469,0.53053
PTPN4,HGLibA_39470,4.0799
PTPN4,HGLibB_39420,0.19124
PTPN4,HGLibB_39418,0.22214
NLRC4,HGLibB_32049,0.84588
NLRC4,HGLibA_32091,0.58423
NLRC4,HGLibA_32092,1.1031
NLRC4,HGLibB_32048,0.25935
NLRC4,HGLibA_32090,0.6275
COL8A1,HGLibA_10615,1.6081
COL8A1,HGLibB_10604,0.77571
COL8A1,HGLibA_10614,0.94219
COL8A1,HGLibA_10613,0.84464
COL8A1,HGLibB_10602,0.1371
COL8A1,HGLibB_10603,0.13829
ZWILCH,HGLibA_57068,0.36447
ZWILCH,HGLibA_57067,1.3046
ZWILCH,HGLibA_57066,0.89342
ZWILCH,HGLibB_57001,0.84499
ZWILCH,HGLibB_57000,0.37194
FAM76B,HGLibB_16703,1.9698
FAM76B,HGLibA_16726,1.1453
FAM76B,HGLibA_16724,2.2175
FAM76B,HGLibB_16702,0.48431
FAM76B,HGLibA_16725,0.090226
FAM76B,HGLibB_16701,0.014793
TTC12,HGLibA_52049,1.3156
TTC12,HGLibA_52048,0.76933
TTC12,HGLibB_51984,0.64098
TTC12,HGLibB_51982,0.46141
TTC12,HGLibB_51983,0.28759
BNIP3L,HGLibB_04656,2.0791
BNIP3L,HGLibB_04658,0.26263
BNIP3L,HGLibA_04658,0.85584
BNIP3L,HGLibA_04660,0.38889
MTRNR2L8,HGLibA_30491,0.82583
MTRNR2L8,HGLibA_30490,1.6749
SLC7A7,HGLibA_45378,2.673
SLC7A7,HGLibB_45325,0.37263
SLC7A7,HGLibB_45326,0.53262
SLC7A7,HGLibB_45327,0.46886
SLC7A7,HGLibA_45380,0.11218
TNFSF12-TNFSF13,HGLibB_50742,1.3442
TNFSF12-TNFSF13,HGLibA_50804,0.37149
TNFSF12-TNFSF13,HGLibB_50744,0.35082
CSNK1A1L,HGLibA_11383,1.6015
CSNK1A1L,HGLibB_11372,0.94022
SDF2,HGLibB_43070,1.1594
SDF2,HGLibB_43072,1.2247
SDF2,HGLibB_43071,0.49156
SDF2,HGLibA_43124,0.6853
SDF2,HGLibA_43123,0.68031
SDF2,HGLibA_43125,0.067823
ZFP69,HGLibA_55232,1.0329
ZFP69,HGLibA_55230,1.4015
ZFP69,HGLibB_55165,0.23233
ZFP69,HGLibA_55231,0.79207
ZFP69,HGLibB_55164,0.25749
AVP,HGLibA_03896,1.9098
AVP,HGLibA_03898,0.52284
AVP,HGLibB_03894,0.50941
AVP,HGLibA_03897,1.4646
ZNF580,HGLibB_56238,0.96118
ZNF580,HGLibA_56305,0.66564
ZNF580,HGLibB_56237,1.2428
ZNF580,HGLibA_56306,1.291
ZNF580,HGLibB_56239,0.37388
ZNF580,HGLibA_56304,0.3523
FGF5,HGLibA_17411,3.2103
FGF5,HGLibB_17389,0.65525
FGF5,HGLibB_17388,1.2774
FAM184A,HGLibA_16327,2.1819
FAM184A,HGLibB_16304,0.95782
FAM184A,HGLibA_16326,0.73255
FAM184A,HGLibB_16305,0.30798
FAM184A,HGLibA_16328,0.27977
MAN2A2,HGLibB_28031,1.4753
MAN2A2,HGLibB_28033,0.59743
MAN2A2,HGLibA_28074,0.52105
MAN2A2,HGLibA_28072,0.44521
MAN2A2,HGLibA_28073,0.0125
LRRN2,HGLibB_27432,1.0982
LRRN2,HGLibA_27472,0.99763
LRRN2,HGLibB_27434,0.64329
LRRN2,HGLibA_27474,1.1018
LRRN2,HGLibB_27433,0.29179
BBS1,HGLibA_04207,1.4696
BBS1,HGLibB_04204,1.3125
BBS1,HGLibB_04205,0.57655
PIBF1,HGLibA_36519,2.1813
PIBF1,HGLibB_36471,1.2121
PIBF1,HGLibB_36473,1.9604
PIBF1,HGLibA_36518,0.34037
PVALB,HGLibB_39563,1.2226
PVALB,HGLibB_39564,0.68848
PVALB,HGLibA_39613,3.0762
PVALB,HGLibA_39612,0.29066
PVALB,HGLibA_39614,0.49637
FOXD4L5,HGLibB_17829,2.196
FOXD4L5,HGLibB_17828,0.28179
FOXD4L5,HGLibA_17852,0.13859
FAM120A,HGLibB_16031,0.68503
FAM120A,HGLibA_16055,1.4602
FAM120A,HGLibA_16054,0.75947
FAM120A,HGLibB_16033,0.25076
GPR37,HGLibA_20031,3.1556
GPR37,HGLibB_20003,0.3745
GPR37,HGLibB_20004,0.36561
GPR37,HGLibA_20032,0.41942
GPR37,HGLibB_20005,0.076745
NUDT8,HGLibA_32991,1.3589
NUDT8,HGLibA_32990,1.234
NUDT8,HGLibB_32946,0.51111
NOTUM,HGLibA_32359,3.2937
NOTUM,HGLibB_32314,0.51159
NOTUM,HGLibB_32315,0.12964
MATK,HGLibB_28382,1.0922
MATK,HGLibB_28384,1.1099
MATK,HGLibA_28423,0.48687
MATK,HGLibA_28424,0.92811
MATK,HGLibA_28425,0.3653
PIP5K1A,HGLibA_36713,2.411
PIP5K1A,HGLibA_36714,0.7113
PIP5K1A,HGLibB_36668,0.19209
PIP5K1A,HGLibB_36666,0.047426
SCAMP1,HGLibB_42783,1.2331
SCAMP1,HGLibB_42782,0.82881
SCAMP1,HGLibA_42836,1.6069
CTDP1,HGLibB_11592,3.4825
CTDP1,HGLibB_11593,2.1767
CTDP1,HGLibA_11606,1.0769
CTDP1,HGLibA_11604,0.40587
IZUMO4,HGLibA_23900,2.2872
IZUMO4,HGLibB_23868,1.6317
IZUMO4,HGLibA_23901,0.57288
IZUMO4,HGLibB_23867,0.12046
IZUMO4,HGLibB_23866,0.19552
IZUMO4,HGLibA_23902,0.0032223
ECI2,HGLibB_14386,1.4561
ECI2,HGLibB_14387,1.429
ECI2,HGLibA_14410,0.51002
MRPS22,HGLibB_30025,1.6304
MRPS22,HGLibA_30066,0.86697
MRPS22,HGLibB_30023,0.5077
MRPS22,HGLibB_30024,1.8317
MRPS22,HGLibA_30064,0.03736
FOLH1,HGLibB_17758,0.4343
FOLH1,HGLibB_17757,0.55884
FOLH1,HGLibA_17779,0.54359
FOLH1,HGLibA_17781,0.45618
FOLH1,HGLibB_17756,0.19516
TMEM215,HGLibA_50220,1.1829
TMEM215,HGLibB_50159,1.0415
TMEM215,HGLibA_50219,0.86763
NISCH,HGLibA_31980,2.6126
NISCH,HGLibB_31938,0.70249
NISCH,HGLibA_31981,0.79038
NISCH,HGLibA_31979,0.22225
PIK3CA,HGLibB_36586,0.8821
PIK3CA,HGLibA_36632,0.74763
PIK3CA,HGLibB_36587,0.28694
PIK3CA,HGLibA_36633,0.47733
ESD,HGLibA_15564,1.0702
ESD,HGLibA_15563,2.4732
ESD,HGLibB_15541,0.50068
ESD,HGLibB_15542,0.44593
ESD,HGLibB_15540,0.45731
PUF60,HGLibA_39577,2.9665
PUF60,HGLibB_39528,0.19491
PUF60,HGLibB_39526,0.21678
PUF60,HGLibA_39576,0.29272
PUF60,HGLibA_39578,0.12555
NR0B1,HGLibA_32569,1.1285
NR0B1,HGLibA_32568,0.70281
NR0B1,HGLibB_32523,1.1879
NR0B1,HGLibB_32525,0.66519
NR0B1,HGLibB_32524,0.18892
NR0B1,HGLibA_32567,0.036523
UBASH3A,HGLibA_52559,0.97649
UBASH3A,HGLibB_52492,2.086
UBASH3A,HGLibA_52558,0.27069
TMPRSS4,HGLibB_50583,1.206
TMPRSS4,HGLibA_50642,1.1285
TMPRSS4,HGLibA_50643,0.53453
TMPRSS4,HGLibB_50582,0.082401
PANK2,HGLibA_35100,1.3212
PANK2,HGLibB_35053,1.2422
PANK2,HGLibA_35101,2.0682
PANK2,HGLibB_35055,0.38314
PANK2,HGLibA_35099,0.1169
WDR76,HGLibA_54178,1.1664
WDR76,HGLibB_54113,0.43449
WDR76,HGLibA_54179,0.42064
WDR76,HGLibA_54177,1.1255
WDR76,HGLibB_54112,0.30725
WDR76,HGLibB_54111,0.095623
GALNT8,HGLibB_18547,1.4229
GALNT8,HGLibB_18546,0.74852
GALNT8,HGLibB_18548,0.81226
GALNT8,HGLibA_18572,0.36068
GALNT8,HGLibA_18573,0.22883
C7orf71,HGLibA_06583,0.52289
C7orf71,HGLibB_06579,0.58831
C7orf71,HGLibA_06585,0.49187
C7orf71,HGLibA_06584,0.47872
C7orf71,HGLibB_06581,0.030162
KIF5A,HGLibA_24949,1.0479
KIF5A,HGLibA_24950,1.0665
KIF5A,HGLibA_24948,1.6123
KIF5A,HGLibB_24914,0.10058
SIKE1,HGLibB_44116,1.0291
SIKE1,HGLibB_44115,0.93346
SIKE1,HGLibB_44114,0.1547
DHRS2,HGLibA_13131,1.7238
DHRS2,HGLibB_13113,0.72953
DHRS2,HGLibA_13129,0.084712
OR5M10,HGLibB_34286,0.60788
OR5M10,HGLibA_34330,0.90785
OR5M10,HGLibB_34285,0.26036
OR5M10,HGLibA_34332,0.82726
OR5M10,HGLibB_34287,0.10779
SNTA1,HGLibA_45997,1.2351
SNTA1,HGLibB_45941,0.74559
SNTA1,HGLibB_45942,0.32013
SNTA1,HGLibB_45940,0.48019
TMEM239,HGLibB_50221,3.4233
TMEM239,HGLibA_50281,0.77631
TMEM239,HGLibB_50222,0.30394
TMEM239,HGLibB_50223,0.25186
NR5A2,HGLibB_32592,1.6489
NR5A2,HGLibB_32593,0.66645
NR5A2,HGLibA_32638,0.34669
NR5A2,HGLibA_32637,1.7794
NR5A2,HGLibB_32594,0.30978
DDO,HGLibB_12614,0.35703
DDO,HGLibB_12612,0.46786
DDO,HGLibA_12626,0.81391
DDO,HGLibB_12613,0.66147
DDO,HGLibA_12628,0.55639
DDO,HGLibA_12627,0.3525
VPREB1,HGLibB_53655,1.3502
VPREB1,HGLibA_53721,1.8506
VPREB1,HGLibA_53723,0.065012
VPREB1,HGLibB_53656,0.0022737
IFNA16,HGLibB_22637,0.63495
IFNA16,HGLibA_22669,0.75511
IFNA16,HGLibB_22638,0.31279
IFNA16,HGLibA_22667,1.1831
TMEM161B,HGLibA_50027,3.1564
TMEM161B,HGLibA_50028,0.81941
TMEM161B,HGLibA_50026,0.44692
TMEM161B,HGLibB_49966,0.22681
TMEM161B,HGLibB_49967,0.36555
PEX6,HGLibA_36124,1.0886
PEX6,HGLibB_36077,0.97766
PEX6,HGLibB_36076,0.93031
PEX6,HGLibA_36122,0.59191
RMDN2,HGLibA_41368,3.6741
RMDN2,HGLibB_41314,0.28262
RMDN2,HGLibA_41367,0.328
PPP1R7,HGLibB_38072,1.2071
PPP1R7,HGLibA_38122,2.483
PPP1R7,HGLibB_38074,0.31538
PPP1R7,HGLibA_38121,0.21985
PPP1R7,HGLibB_38073,0.49397
FAM127B,HGLibB_16067,1.0264
FAM127B,HGLibA_16091,0.9801
FAM127B,HGLibA_16090,0.60782
FAM127B,HGLibB_16069,0.16874
FAM127B,HGLibB_16068,0.091683
SUSD5,HGLibB_47799,1.6187
SUSD5,HGLibB_47800,0.95994
SUSD5,HGLibB_47798,0.48409
SUSD5,HGLibA_47855,0.50713
SUSD5,HGLibA_47857,0.3516
DHTKD1,HGLibA_13162,1.5653
OR51B2,HGLibB_34036,0.89145
OR51B2,HGLibB_34037,0.9138
OR51B2,HGLibB_34038,0.45766
PRAF2,HGLibB_38221,1.8827
PRAF2,HGLibA_38268,0.96916
PRAF2,HGLibA_38269,1.3566
PRAF2,HGLibB_38219,0.087004
ARHGAP11B,HGLibA_02706,1.2444
ARHGAP11B,HGLibA_02704,0.91602
ARHGAP11B,HGLibA_02705,0.28778
MTRF1,HGLibB_30423,1.5788
MTRF1,HGLibB_30424,0.67402
MTRF1,HGLibA_30465,0.58378
MTRF1,HGLibA_30466,0.084022
PDE10A,HGLibA_35761,2.5484
PDE10A,HGLibA_35760,1.0693
PDE10A,HGLibA_35759,0.69052
PDE10A,HGLibB_35712,0.3356
PDE10A,HGLibB_35713,0.79786
LRRK2,HGLibA_27466,0.70331
LRRK2,HGLibA_27467,1.0606
LRRK2,HGLibB_27427,0.63846
LRRK2,HGLibA_27468,0.30743
LRRK2,HGLibB_27426,0.096357
MRC2,HGLibB_29779,0.63957
MRC2,HGLibB_29778,1.2572
MRC2,HGLibA_29819,0.45811
MRC2,HGLibB_29777,0.40137
GRK5,HGLibB_20303,1.0173
GRK5,HGLibA_20332,1.4339
GRK5,HGLibB_20305,0.10558
MAST2,HGLibA_28403,3.0352
MAST2,HGLibB_28363,0.86689
MAST2,HGLibB_28361,0.13984
MFSD6,HGLibB_29067,1.9581
MFSD6,HGLibA_29109,0.87396
MFSD6,HGLibA_29107,0.9158
MFSD6,HGLibB_29068,0.27328
PHLDA1,HGLibA_36418,1.4637
PHLDA1,HGLibA_36416,1.8274
PHLDA1,HGLibB_36369,0.8784
PHLDA1,HGLibB_36371,0.19355
PHLDA1,HGLibA_36417,0.099532
AP1S2,HGLibB_02298,1.6864
AP1S2,HGLibB_02297,0.80124
AP1S2,HGLibA_02298,0.95596
AP1S2,HGLibA_02299,0.29342
HNRNPLL,HGLibB_21809,1.7481
HNRNPLL,HGLibB_21808,0.85403
HNRNPLL,HGLibA_21838,0.94106
INTS9,HGLibB_23403,1.2312
INTS9,HGLibA_23437,0.89615
EEPD1,HGLibA_14518,1.0169
EEPD1,HGLibB_14496,0.4451
EEPD1,HGLibB_14495,0.49444
EEPD1,HGLibB_14494,0.6503
GYS2,HGLibA_20711,2.3355
GYS2,HGLibA_20712,1.1623
GYS2,HGLibB_20684,0.43734
GSC,HGLibA_20398,2.839
GSC,HGLibB_20371,0.60235
GSC,HGLibA_20399,0.43639
PRPF4,HGLibA_38732,1.335
PRPF4,HGLibB_38683,0.42736
PRPF4,HGLibB_38681,0.64383
PRPF4,HGLibB_38682,1.0698
ZNF770,HGLibB_56636,0.55
ZNF770,HGLibB_56637,0.73156
ZNF770,HGLibA_56705,0.5359
ZNF770,HGLibA_56703,0.67794
ZNF770,HGLibA_56704,0.28102
RASL11A,HGLibA_40366,1.7041
RASL11A,HGLibB_40315,0.25795
GALR1,HGLibA_18586,1.9241
GALR1,HGLibB_18563,0.39215
GALR1,HGLibA_18588,0.43574
GALR1,HGLibB_18561,0.37401
MURC,HGLibA_30570,2.3208
MURC,HGLibA_30572,1.0682
MURC,HGLibB_30528,0.27037
MURC,HGLibB_30529,0.099894
MURC,HGLibB_30530,0.061808
SLC22A31,HGLibA_44584,0.76326
SLC22A31,HGLibA_44585,0.33712
SLC22A31,HGLibB_44533,0.71587
SLC22A31,HGLibA_44586,0.33193
SLC22A31,HGLibB_44531,0.34746
MEGF6,HGLibA_28852,1.4465
MEGF6,HGLibA_28854,2.5515
MEGF6,HGLibB_28812,0.62098
MEGF6,HGLibB_28813,0.055542
ENTPD8,HGLibA_15217,1.1313
ENTPD8,HGLibB_15195,0.93431
ENTPD8,HGLibA_15219,0.51604
ENTPD8,HGLibA_15218,0.33891
ENTPD8,HGLibB_15196,0.028726
